"OBJECTID","DCRAINTERNALNUMBER","ISSUE_DATE","PERMIT_ID","PERMIT_TYPE_NAME","PERMIT_SUBTYPE_NAME","PERMIT_CATEGORY_NAME","APPLICATION_STATUS_NAME","FULL_ADDRESS","DESC_OF_WORK","SSL","ZONING","PERMIT_APPLICANT","FEE_TYPE","FEES_PAID","OWNER_NAME","LASTMODIFIEDDATE","CITY","STATE","LATITUDE","LONGITUDE","XCOORD","YCOORD","ZIPCODE","MARADDRESSREPOSITORYID","DCSTATADDRESSKEY","DCSTATLOCATIONKEY","WARD","ANC","SMD","DISTRICT","PSA","NEIGHBORHOODCLUSTER","HOTSPOT2006NAME","HOTSPOT2005NAME","HOTSPOT2004NAME","BUSINESSIMPROVEMENTDISTRICT","YEAR"
226236,"111407603","2015-03-04T00:00:00.000Z","B1407603","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","3501 NEBRASKA AVE NW","CONSTRUCTION OF NEW BUILDING ON EAST CAMPUS OF AMERICAN UNIVERSITY WITH 2 LEVELS UNDERGROUND, LOADING FACILITIES, AND SUPPORT SPACES.","1601    0003",NA,"JASON  BENTLEY","2284.38 (NEW2);20000.00 (FILINGFEE);2000.00 (NEWEFEE3);108126.88 (NEW1);228.44 (GRNEFEE);44791.67 (NEWEFEE);339789.85 (NEW1)","0","AMERICAN UNIVERSITY","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.936236,-77.086606,392491.32,140931.32,"20016",311604,477122,0,"3","3D","3D02","SECOND","205","14","NONE","NONE","NONE","NONE",2015
226022,"111500773","2015-05-13T00:00:00.000Z","B1500773","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","770 C ST SE","CONSTRUCTION OF NEW FOUR STORY ABOVE GRADE, 1 STORY BELOW GRADE BASEMENT LEVEL MIX USE RESIDENTIAL AND RETAIL BUILDING HAVING 34 UNITS ON FLOORS 2,3, AND 4, WITH RETAIL SPACE ON 1ST FLOOR AND BASEMENT LEVEL, AS SHOWN ON THE ATTACHED THIRD PARTY REVIEWED AND APPROVED MECH., PLUMB, ELECT., FIRE PROTECTION, ARCHITECTURAL, AND STRUCTURAL PLANS. BY AON FIRE PROTECTION ENGINEERING CORP.","0901    0804",NA,"JOHN  GIUSEPPE-RAMCO","7.94 (GRNEFEE);892.80 (NEWEFEE);8928.00 (NEW1);8928.00 (FILINGFEE);892.80 (NEWEFEE3);79.36 (NEW2)","0","700 PENN LLC","2016-01-22T08:16:08.000Z","WASHINGTON","DC",38.886148,-76.995519,400388.74,135367.6,"20003",311939,478551,0,"6","6B","6B02","FIRST","107","26","NONE","NONE","NONE","CAPITOL HILL BID",2015
226023,"111500914","2015-05-05T00:00:00.000Z","B1500914","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2335 RAYNOLDS PL SE","CONSTRUCTION OF NEW 2 STORY PUBLIC CHARTER SCHOOL AS PER PLAT AND PLANS","5742    0183","R-2","LP CONSULTING SERVICES","235.20 (NEW2);1058.40 (NEWEFEE3);10584.00 (NEW1);1058.40 (NEWEFEE);23.52 (GRNEFEE);10584.00 (FILINGFEE)","0","CA WASHINGTON 2335 RPSE LLC","2016-01-12T13:10:15.000Z",NA,NA,0,0,0,0,NA,-100,-100,0,NA,"NONE","NONE",NA,NA,"NONE","NONE","NONE","NONE","NONE",2015
226026,"111501131","2015-04-15T00:00:00.000Z","B1501131","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","3626 DAVIS ST NW","CONSTRUCT NEW SINGLE FAMILY HOME, DETACHED GARAGE, DRIVEWAY, DECK AND WALKWAYS.  CONSTRUCT COVERED STOOP AND STAIR PROJECTION.","1935    0007",NA,"KAREN MARTINO  CAS ENGINEERING","0.92 (GRNEFEE);9.22 (NEW2);581.27 (ARPFEEEMANU);714.24 (NEW1);71.42 (NEWEFEE);71.42 (NEWEFEE3);16.02 (GREENBLDG);714.24 (FILINGFEE);217.88 (ARFILEFEEMAN)","0","OPAL DEVELOPMENT COMPANY  SEAN RUPPERT","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.923456,-77.072317,393729.04,139511.54,"20007",284770,123267,0,"3","3C","3C08","SECOND","204","14","NONE","NONE","NONE","NONE",2015
226926,"111400839","2015-04-10T00:00:00.000Z","B1400839","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2516 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1043",NA,"FONTANA","3.87 (NEW2);35.52 (NEWEFEE3);355.22 (NEW1);35.52 (NEWEFEE);0.39 (GRNEFEE);355.23 (FILINGFEE)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:17.000Z","WASHINGTON","DC",38.923577,-76.956809,403745.33,139523.45,"20018",311226,475562,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226927,"111400840","2015-04-10T00:00:00.000Z","B1400840","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2518 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1044",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","612.11 (NEW1);612.11 (FILINGFEE);0.67 (GRNEFEE);61.21 (NEWEFEE3);6.67 (NEW2);61.21 (NEWEFEE)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:17.000Z","WASHINGTON","DC",38.923622,-76.956751,403750.35,139528.46,"20018",311225,475746,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226928,"111400841","2015-04-10T00:00:00.000Z","B1400841","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2520 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1045",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","40.00 (NEWEFEE);0.35 (GRNEFEE);400.03 (FILINGFEE);3.46 (NEW2);400.03 (NEW1);40.00 (NEWEFEE3)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:17.000Z","WASHINGTON","DC",38.923672,-76.956688,403755.78,139534.02,"20018",311224,475784,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226929,"111400843","2015-04-10T00:00:00.000Z","B1400843","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2522 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1046",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","54.14 (NEWEFEE3);541.37 (NEW1);541.38 (FILINGFEE);0.47 (GRNEFEE);4.68 (NEW2);54.14 (NEWEFEE)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:17.000Z","WASHINGTON","DC",38.923727,-76.956637,403760.2,139540.11,"20018",311223,475842,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226930,"111400848","2015-04-14T00:00:00.000Z","B1400848","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2526 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1047",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","54.14 (NEWEFEE);54.14 (NEWEFEE3);4.68 (NEW2);541.37 (NEW1);541.38 (FILINGFEE);0.47 (GRNEFEE)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:17.000Z","WASHINGTON","DC",38.923812,-76.956531,403769.4,139549.52,"20018",311222,475606,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226931,"111400854","2015-04-14T00:00:00.000Z","B1400854","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2528 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1048",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","400.03 (NEW1);3.46 (NEW2);0.35 (GRNEFEE);40.00 (NEWEFEE3);400.03 (FILINGFEE);40.00 (NEWEFEE)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:17.000Z","WASHINGTON","DC",38.923857,-76.956488,403773.16,139554.53,"20018",311221,475542,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226932,"111400856","2015-04-14T00:00:00.000Z","B1400856","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2530 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1049",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","0.35 (GRNEFEE);3.46 (NEW2);400.03 (NEW1);40.00 (NEWEFEE);400.03 (FILINGFEE);40.00 (NEWEFEE3)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:17.000Z","WASHINGTON","DC",38.9239,-76.956418,403779.22,139559.34,"20018",311220,475554,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226933,"111400858","2015-04-14T00:00:00.000Z","B1400858","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2532 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1050",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","40.00 (NEWEFEE);0.35 (GRNEFEE);400.03 (NEW1);400.03 (FILINGFEE);3.46 (NEW2);40.00 (NEWEFEE3)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:17.000Z","WASHINGTON","DC",38.923953,-76.956357,403784.45,139565.19,"20018",311219,475556,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226934,"111400859","2015-04-24T00:00:00.000Z","B1400859","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2534 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1051",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","541.38 (FILINGFEE);54.14 (NEWEFEE);0.47 (GRNEFEE);4.68 (NEW2);54.14 (NEWEFEE3);541.37 (NEW1)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:17.000Z","WASHINGTON","DC",38.924,-76.956295,403789.88,139570.42,"20018",311218,475578,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
225094,"111502930","2015-02-13T00:00:00.000Z","B1502930","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","701 MONROE ST NE","TEMPORARY TRAILER TO HOUSE OFFICE FOR SALES OF FUTURE NEW HOMES ""CATHOLIC UNIVERSITY BLOCK A2""
TRAILER WILL BE REMOVED ON OF BEFORE JUNE FIRST 2016.","3654    0020","R-4","ANDREW  WILLINGHAM, BOHLER ENGINEERING","1.44 (NEW2);9.72 (NEWEFEE);97.20 (NEW1);9.72 (NEWEFEE3);0.14 (GRNEFEE);97.20 (FILINGFEE)","0","BA MSM  TOWNS, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.932134,-76.995852,400359.67,140472.45,"20017",310875,272807,0,"5","5C","5C10","FIFTH","502","21","NONE","NONE","NONE","NONE",2015
225095,"111505769","2015-03-26T00:00:00.000Z","B1505769","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2601 STANTON RD SE","FIRST & SECOND EXTENSION OF BUILDING PERMIT B1309220 TO EXPIRE 7/26/15.","5872    1001",NA,"RYAN  NASH","36.30 (ARPFEEEMANU)","0","SHERIDAN STATION  SOUTH LP","2015-06-03T07:00:42.000Z","WASHINGTON","DC",38.858241,-76.992952,400611.73,132269.72,"20020",311088,362122,0,"8","8A","8A06","SEVENTH","703","37","NONE","NONE","NONE","NONE",2015
225799,"111400875","2015-01-09T00:00:00.000Z","B1400875","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2519 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE HEPBURN PER ZC #06-08 INCLUDING 8FTX14FT DECK","4327    1070",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","23.60 (NEWEFEE);2.34 (NEW2);235.99 (NEW1);0.23 (GRNEFEE);236.00 (FILINGFEE);23.60 (NEWEFEE3)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.923641,-76.956169,403800.78,139530.59,"20018",311240,475594,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
225800,"111400876","2015-01-09T00:00:00.000Z","B1400876","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2521 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE HEPBURN PER ZC #06-08 INCLUDING 8FTX14FT DECK","4327    1069",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","15.48 (NEWEFEE3);0.15 (GRNEFEE);15.48 (NEWEFEE);154.75 (NEW1);1.54 (NEW2);154.75 (FILINGFEE)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.923674,-76.956114,403805.6,139534.21,"20018",311239,475654,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
225801,"111400877","2015-01-09T00:00:00.000Z","B1400877","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2523 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE HEPBURN PER ZC #06-08 INCLUDING 8FTX14FT DECK","4327    1068",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","154.75 (NEW1);15.48 (NEWEFEE);0.15 (GRNEFEE);15.48 (NEWEFEE3);154.75 (FILINGFEE);1.54 (NEW2)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.923707,-76.956082,403808.31,139537.91,"20018",311238,475700,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
225802,"111400878","2015-01-09T00:00:00.000Z","B1400878","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2525 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE HEPBURN PER ZC #06-08 INCLUDING 8FTX14FT DECK","4327    1067",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","154.75 (FILINGFEE);154.75 (NEW1);1.54 (NEW2);15.48 (NEWEFEE);0.15 (GRNEFEE);15.48 (NEWEFEE3)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.923747,-76.956049,403811.23,139542.3,"20018",311237,475678,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
225803,"111400879","2015-01-09T00:00:00.000Z","B1400879","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2527 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE HEPBURN PER ZC #06-08 INCLUDING 8FTX14FT DECK","4327    1066",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","154.75 (NEW1);154.75 (FILINGFEE);1.54 (NEW2);15.48 (NEWEFEE);0.15 (GRNEFEE);15.48 (NEWEFEE3)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.923784,-76.956006,403814.91,139546.4,"20018",311236,475574,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
225804,"111400880","2015-01-09T00:00:00.000Z","B1400880","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2529 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE HEPBURN PER ZC #06-08 INCLUDING 8FTX14FT DECK","4327    1065",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","15.48 (NEWEFEE3);1.54 (NEW2);154.75 (FILINGFEE);0.15 (GRNEFEE);15.48 (NEWEFEE);154.75 (NEW1)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.923813,-76.955971,403817.99,139549.71,"20018",311235,475798,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
225805,"111400882","2015-01-09T00:00:00.000Z","B1400882","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2533 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE HEPBURN PER ZC #06-08 INCLUDING 8FTX14FT DECK","4327    1063",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","2.54 (NEW2);256.11 (FILINGFEE);0.25 (GRNEFEE);25.61 (NEWEFEE);25.61 (NEWEFEE3);256.12 (NEW1)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.923876,-76.955886,403825.36,139556.64,"20018",311233,475624,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226044,"111410555","2015-05-08T00:00:00.000Z","B1410555","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","3614 13TH ST NW","NEW CONSTRUCTION. THREE STORIES PLUS CELLAR TWO FAMILY FLAT. LOWER UNIT WILL OCCUPY CELLAR AND FIRST FLOOR. UPPER UNIT WILL OCCUPY SECOND AND THIRD FLOORS. EXISTING SFD ON THE LOT WILL BE RAZED UNDER PERMIT R1410555 PENDING ISSUANCE AT THE MOMENT OF THE BUILDING PERMIT SUBMISSION. A NEW ROOF DECK IS PROPOSED AS PART OF UPPER UNIT. NEW 9 BY 19 CONCRETE PAD AT BACKYARD FOR PARKING SPACE ALONG WITH A NEW ROLL UP DOOR TO SECURE REAR.","2828    0162","R-4","OUSMANE  BA","518.40 (FILINGFEE);51.84 (NEWEFEE3);670.08 (ARPFEEEMANU);124.53 (ARFILEFEEMAN);5.01 (GREENBLDG)","0","KIPU LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.935166,-77.029983,397400.44,140809.38,"20010",230307,73309,0,"1","1A","1A07","FOURTH","409","2","NONE","NONE","NONE","NONE",2015
226046,"111410609","2015-05-21T00:00:00.000Z","B1410609","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","1001 4TH ST SW","CONSTRUCTION OF NEW 11 STORY MIXED USE BUILDING.","0542    0828",NA,"CRIS  FLACK","1100.00 (NEW2);20000.00 (FILINGFEE);145000.00 (NEW1);14500.00 (NEWEFEE);2000.00 (NEWEFEE3);110.00 (GRNEFEE)","0","WATERFRONT 1001 4TH STREET LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.878379,-77.018147,398425.42,134505.4,"20024",307087,449136,0,"6","6D","6D01","FIRST","105","9","NONE","NONE","NONE","NONE",2015
226721,"111305832","2015-03-24T00:00:00.000Z","B1305832","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2178 HALF MOON PL NE","CONSTRUCTION OF ONE NEW SIDE BY SIDE IN A DEVELOPMENT OF 26 RESIDENCES COMPRISED OF 10 TOWN HOMES AND 8 SIDE BY SIDES AND 8 CONDOMINIUMS","4376    0819",NA,"KIM MITCHELL  CDKM CONSULTING, LLC","35.64 (NEWEFEE3);397.85 (ARFILEEFEE);356.40 (FILINGFEE)","0","30TH STREET  CRESCENT LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.920126,-76.966374,402916.05,139140.01,"20018",310923,474749,0,"5","5B","5B09","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226722,"111305834","2015-03-18T00:00:00.000Z","B1305834","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2180 HALF MOON PL NE","CONSTRUCTION OF ONE NEW SIDE BY SIDE IN A DEVELOPMENT OF 26 RESIDENCES COMPRISED OF 10 TOWN HOMES AND 8 SIDE BY SIDES AND 8 CONDOMINIUMS","4376    0818",NA,"KIM MITCHELL  CDKM CONSULTING, LLC","356.40 (FILINGFEE);35.64 (NEWEFEE3);356.40 (NEW1);35.64 (NEWEFEE);3.56 (NEW2);0.36 (GRNEFEE)","0","30TH STREET  CRESCENT LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.920176,-76.966404,402913.38,139145.54,"20018",310924,474773,0,"5","5B","5B09","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226723,"111305836","2015-03-18T00:00:00.000Z","B1305836","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2182 HALF MOON PL NE","CONSTRUCTION OF ONE NEW SIDE BY SIDE IN A DEVELOPMENT OF 26 RESIDENCES COMPRISED OF 10 TOWN HOMES AND 8 SIDE BY SIDES AND 8 CONDOMINIUMS","4376    0817",NA,NA,"35.64 (NEWEFEE3);35.64 (NEWEFEE);356.40 (FILINGFEE);0.36 (GRNEFEE);356.40 (NEW1);3.56 (NEW2)","0","30TH STREET CRESCENT LLC","2016-01-22T08:16:08.000Z","WASHINGTON","DC",38.920213,-76.966435,402910.7,139149.65,"20018",310925,474711,0,"5","5B","5B09","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226724,"111305838","2015-03-18T00:00:00.000Z","B1305838","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2184 HALF MOON PL NE","CONSTRUCTION OF ONE NEW SIDE BY SIDE IN A DEVELOPMENT OF 26 RESIDENCES COMPRISED OF 10 TOWN HOMES AND 8 SIDE BY SIDES AND 8 CONDOMINIUMS","4376    0816",NA,"KIM MITCHELL  CDKM CONSULTING, LLC","356.40 (FILINGFEE);35.64 (NEWEFEE3);35.64 (NEWEFEE);3.56 (NEW2);0.36 (GRNEFEE);356.40 (NEW1)","0","30TH STREET  CRESCENT LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.920256,-76.966466,402908.02,139154.47,"20018",310926,474745,0,"5","5B","5B09","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226725,"111305840","2015-03-18T00:00:00.000Z","B1305840","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2186 HALF MOON PL NE","CONSTRUCTION OF ONE NEW SIDE BY SIDE IN A DEVELOPMENT OF 26 RESIDENCES COMPRISED OF 10 TOWN HOMES AND 8 SIDE BY SIDES AND 8 CONDOMINIUMS","4376    0815",NA,"KIM MITCHELL  CDKM CONSULTING, LLC","3.56 (NEW2);35.64 (NEWEFEE3);0.36 (GRNEFEE);356.40 (FILINGFEE);356.40 (NEW1);35.64 (NEWEFEE)","0","30TH STREET  CRESCENT LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.9203,-76.966497,402905.34,139159.29,"20018",310927,474739,0,"5","5B","5B09","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226726,"111305842","2015-03-18T00:00:00.000Z","B1305842","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2188 HALF MOON PL NE","CONSTRUCTION OF ONE NEW SIDE BY SIDE IN A DEVELOPMENT OF 26 RESIDENCES COMPRISED OF 10 TOWN HOMES AND 8 SIDE BY SIDES AND 8 CONDOMINIUMS","4376    0814",NA,"KIM MITCHELL  CDKM CONSULTING, LLC","356.40 (FILINGFEE);5.28 (GREENBLDG);0.53 (AAREFEEGRN);356.40 (ALTREPAIR);35.64 (NEWEFEE3);35.64 (AREFEEMAN)","0","30TH STREET  CRESCENT LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.920351,-76.966524,402903.02,139165,"20018",310928,474763,0,"5","5B","5B09","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226727,"111305843","2015-03-18T00:00:00.000Z","B1305843","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2190 HALF MOON PL NE","CONSTRUCTION OF ONE NEW SIDE BY SIDE IN A DEVELOPMENT OF 26 RESIDENCES COMPRISED OF 10 TOWN HOMES AND 8 SIDE BY SIDES AND 8 CONDOMINIUMS","4376    0813",NA,"KIM MITCHELL  CDKM CONSULTING, LLC","5.28 (GREENBLDG);455.50 (ALTREPAIR);0.53 (AAREFEEGRN);45.55 (AREFEEMAN);26.73 (NEWEFEE3);267.30 (FILINGFEE)","0","30TH STREET  CRESCENT LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.920392,-76.966559,402899.99,139169.46,"20018",310929,474715,0,"5","5B","5B09","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226935,"111400860","2015-04-14T00:00:00.000Z","B1400860","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2538 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1052",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","541.37 (NEW1);54.14 (NEWEFEE3);0.47 (GRNEFEE);541.38 (FILINGFEE);4.68 (NEW2);54.14 (NEWEFEE)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:17.000Z","WASHINGTON","DC",38.924134,-76.956184,403799.49,139585.28,"20018",311217,475684,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226936,"111400861","2015-04-29T00:00:00.000Z","B1400861","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2540 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1053",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","400.03 (NEW1);0.35 (GRNEFEE);40.00 (NEWEFEE);400.03 (FILINGFEE);3.46 (NEW2);40.00 (NEWEFEE3)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:17.000Z","WASHINGTON","DC",38.924189,-76.956138,403803.46,139591.34,"20018",311216,475824,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226937,"111400862","2015-04-29T00:00:00.000Z","B1400862","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2542 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1054",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","40.00 (NEWEFEE);400.03 (FILINGFEE);0.35 (GRNEFEE);40.00 (NEWEFEE3);3.46 (NEW2);400.03 (NEW1)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:17.000Z","WASHINGTON","DC",38.924237,-76.956078,403808.69,139596.78,"20018",311215,475512,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
226938,"111400864","2015-04-29T00:00:00.000Z","B1400864","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2544 BALDWIN CRES NE","NEW SINGLE FAMILY DWELLING TYPE LAFAYETTE PER ZC #06-08 INCLUDING 8FTX22FT DECK","4327    1055",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP","0.35 (GRNEFEE);400.03 (FILINGFEE);3.46 (NEW2);40.00 (NEWEFEE3);400.03 (NEW1);40.00 (NEWEFEE)","0","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:17.000Z","WASHINGTON","DC",38.924294,-76.956018,403813.91,139603.05,"20018",311214,475528,0,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2015
